; File generated by rgblink
00:0061 DisableLCD
15:45d2 Route5Blocks
15:4686 Route9_h
15:46a8 Route9Object
15:4704 Route9Blocks
15:4812 Route13_h
15:4834 Route13Object
15:4899 Route13Blocks
15:49a7 Route14_h
15:49c9 Route14Object
15:4a20 Route14Blocks
15:4b2e Route17_h
15:4b50 Route17Object
15:4bb9 Route17Blocks
15:4e89 Route19_h
15:4eab Route19Object
15:4f0b Route19Blocks
15:5019 Route21_h
15:503b Route21Object
15:5087 Route21Blocks
15:5249 VermilionHouse2Blocks
15:5259 Route12HouseBlocks
15:5269 DayCareMBlocks
15:5279 FuchsiaHouse3Blocks
15:5289 GainExperience
15:52a2 GainExperience.skipexpallmsg
15:52be GainExperience.loop
15:52fc GainExperience.nextMon
15:5308 GainExperience.next
15:532a GainExperience.done_doPredefAndLoop
15:534c GainExperience.done_doPredefJump
15:5368 BufferExpData
15:5371 BufferExpData.loop
15:5382 BufferExpData.keepgoing
15:5384 BufferExpData.next
15:5393 BufferExpData.loop2
15:539a BufferExpData.done
15:539c GetNumMonsGainingExp
15:53a3 GetNumMonsGainingExp.countSetBitsLoop
15:53ae DivideExpDataByNumMonsGainingExp
15:53b3 DivideExpDataByNumMonsGainingExp.loop
15:53c7 DivideExpDataByNumMonsGainingExp.div6
15:53ce DivideExpDataByNumMonsGainingExp.div5
15:53d5 DivideExpDataByNumMonsGainingExp.div3
15:53dc DivideExpDataByNumMonsGainingExp.div4
15:53e0 DivideExpDataByNumMonsGainingExp.div2
15:53e4 DivideExpDataByNumMonsGainingExp.next
15:53e8 ByteDivBy3
15:5405 ByteDivBy5
15:5420 GiveStatExp
15:542a GiveStatExp.loopPartyMonStatExp
15:5435 GiveStatExp.loopPartyMonStatExp_subloop
15:5447 GiveStatExp.nextPartyMonStatExp
15:5453 ExpWordOverflow
15:5458 CalculateLevelExp
15:547f BoostExp
15:5494 BoostExp.overflow
15:549b CatchUpBoost
15:54ab CatchUpBoost.loop
15:54b5 AddExpToPokemon
15:54ce AddExpToPokemon.traded
15:54d6 AddExpToPokemon.next
15:54fb CapExpAtMaxLevel
15:5533 CapExpAtMaxLevel.next
15:5536 PrintExpGained
15:5558 PrintExpGained.noexpall
15:555b PrintExpGained.noexpprint
15:555d LevelUpPokemon
15:55d7 LevelUpPokemon.recalcStatChanges
15:5606 LevelUpPokemon.printGrewLevelText
15:5640 LevelUpPokemon.inc_level
15:5664 SetExpAllFlags
15:5676 SetExpAllFlags.gainExpFlagsLoop
15:5682 SetExpAllFlags.nextmon
15:568b GainedText
15:569c WithExpAllText
15:56a5 BoostedText
15:56a9 ExpPointsText
15:56ae GrewLevelText
15:56b4 Route2Script
15:56b7 Route2TextPointers
15:56bf Route2Text3
15:56c4 Route2Text4
15:56c9 Route3Script
15:56dc Route3ScriptPointers
15:56e2 Route3TextPointers
15:56f6 Route3TrainerHeader0
15:5702 Route3TrainerHeader1
15:570e Route3TrainerHeader2
15:571a Route3TrainerHeader3
15:5726 Route3TrainerHeader4
15:5732 Route3TrainerHeader5
15:573e Route3TrainerHeader6
15:574a Route3TrainerHeader7
15:5757 Route3Text1
15:575c Route3Text2
15:5766 Route3BattleText1
15:576b Route3EndBattleText1
15:5770 Route3AfterBattleText1
15:5775 Route3Text3
15:577f Route3BattleText2
15:5784 Route3EndBattleText2
15:5789 Route3AfterBattleText2
15:578e Route3Text4
15:5798 Route3BattleText3
15:579d Route3EndBattleText3
15:57a2 Route3AfterBattleText3
15:57a7 Route3Text5
15:57b1 Route3BattleText4
15:57b6 Route3EndBattleText4
15:57bb Route3AfterBattleText4
15:57c0 Route3Text6
15:57ca Route3BattleText5
15:57cf Route3EndBattleText5
15:57d4 Route3AfterBattleText5
15:57d9 Route3Text7
15:57e3 Route3BattleText6
15:57e8 Route3EndBattleText6
15:57ed Route3AfterBattleText6
15:57f2 Route3Text8
15:57fc Route3BattleText7
15:5801 Route3EndBattleText7
15:5806 Route3AfterBattleText7
15:580b Route3Text9
15:5815 Route3BattleText8
15:581a Route3EndBattleText8
15:581f Route3AfterBattleText8
15:5824 Route3Text10
15:5829 Route4Script
15:583c Route4ScriptPointers
15:5842 Route4TextPointers
15:584e Route4TrainerHeader0
15:585b Route4Text1
15:5860 Route4Text2
15:586a Route4BattleText1
15:586f Route4EndBattleText1
15:5874 Route4AfterBattleText1
15:5879 Route4Text5
15:587e Route4Text6
15:5883 Route5Script
15:5886 Route5TextPointers
15:5888 Route5Text1
15:588d Route9Script
15:58a3 Route9ScriptPointers
15:58a9 Route9TextPointers
15:58c1 Route9TrainerHeader0
15:58cd Route9TrainerHeader1
15:58d9 Route9TrainerHeader2
15:58e5 Route9TrainerHeader3
15:58f1 Route9TrainerHeader4
15:58fd Route9TrainerHeader5
15:5909 Route9TrainerHeader6
15:5915 Route9TrainerHeader7
15:5921 Route9TrainerHeader8
15:592e Route9Text1
15:5934 Route9Text2
15:593a Route9Text3
15:5940 Route9Text4
15:5946 Route9Text5
15:594c Route9Text6
15:5952 Route9Text7
15:5958 Route9Text8
15:595e Route9Text9
15:5962 Route9TalkToTrainer
15:5968 Route9BattleText1
15:596d Route9EndBattleText1
15:5972 Route9AfterBattleText1
15:5977 Route9BattleText2
15:597c Route9EndBattleText2
15:5981 Route9AfterBattleText2
15:5986 Route9BattleText3
15:598b Route9EndBattleText3
15:5990 Route9AfterBattleText3
15:5995 Route9BattleText4
15:599a Route9EndBattleText4
15:599f Route9AfterBattleText4
15:59a4 Route9BattleText5
15:59a9 Route9EndBattleText5
15:59ae Route9AfterBattleText5
15:59b3 Route9BattleText6
15:59b8 Route9EndBattleText6
15:59bd Route9AfterBattleText6
15:59c2 Route9BattleText7
15:59c7 Route9EndBattleText7
15:59cc Route9AfterBattleText7
15:59d1 Route9BattleText8
15:59d6 Route9EndBattleText8
15:59db Route9AfterBattleText8
15:59e0 Route9BattleText9
15:59e5 Route9EndBattleText9
15:59ea Route9AfterBattleText9
15:59ef Route9Text11
15:59f4 Route9PathBlock
15:5a07 Route9PathBlockNPC
15:5a15 Route9PathBlockNPC.next
15:5a1b _Route9PathBlockNPC_Block
15:5a87 _Route9PathBlockNPC_Pass
15:5aa6 Route13Script
15:5ab9 Route13ScriptPointers
15:5abf Route13TextPointers
15:5ad9 Route13TrainerHeader0
15:5ae5 Route13TrainerHeader1
15:5af1 Route13TrainerHeader2
15:5afd Route13TrainerHeader3
15:5b09 Route13TrainerHeader4
15:5b15 Route13TrainerHeader5
15:5b21 Route13TrainerHeader6
15:5b2d Route13TrainerHeader7
15:5b39 Route13TrainerHeader8
15:5b45 Route13TrainerHeader9
15:5b52 Route13Text1
15:5b5c Route13BattleText2
15:5b61 Route13EndBattleText2
15:5b66 Route13AfterBattleText2
15:5b6b Route13Text2
15:5b75 Route13BattleText3
15:5b7a Route13EndBattleText3
15:5b7f Route13AfterBattleText3
15:5b84 Route13Text3
15:5b8e Route13BattleText4
15:5b93 Route13EndBattleText4
15:5b98 Route13AfterBattleText4
15:5b9d Route13Text4
15:5ba7 Route13BattleText5
15:5bac Route13EndBattleText5
15:5bb1 Route13AfterBattleText5
15:5bb6 Route13Text5
15:5bc0 Route13BattleText6
15:5bc5 Route13EndBattleText6
15:5bca Route13AfterBattleText6
15:5bcf Route13Text6
15:5bd9 Route13BattleText7
15:5bde Route13EndBattleText7
15:5be3 Route13AfterBattleText7
15:5be8 Route13Text7
15:5bf2 Route13BattleText8
15:5bf7 Route13EndBattleText8
15:5bfc Route13AfterBattleText8
15:5c01 Route13Text8
15:5c0b Route13BattleText9
15:5c10 Route13EndBattleText9
15:5c15 Route13AfterBattleText9
15:5c1a Route13Text9
15:5c24 Route13BattleText10
15:5c29 Route13EndBattleText10
15:5c2e Route13AfterBattleText10
15:5c33 Route13Text10
15:5c3d Route13BattleText11
15:5c42 Route13EndBattleText11
15:5c47 Route13AfterBattleText11
15:5c4c Route13Text11
15:5c51 Route13Text12
15:5c56 Route13Text13
15:5c5b Route14Script
15:5c6e Route14ScriptPointers
15:5c74 Route14TextPointers
15:5c8a Route14TrainerHeader0
15:5c96 Route14TrainerHeader1
15:5ca2 Route14TrainerHeader2
15:5cae Route14TrainerHeader3
15:5cba Route14TrainerHeader4
15:5cc6 Route14TrainerHeader5
15:5cd2 Route14TrainerHeader6
15:5cde Route14TrainerHeader7
15:5cea Route14TrainerHeader8
15:5cf6 Route14TrainerHeader9
15:5d03 Route14Text1
15:5d0d Route14BattleText1
15:5d12 Route14EndBattleText1
15:5d17 Route14AfterBattleText1
15:5d1c Route14Text2
15:5d26 Route14BattleText2
15:5d2b Route14EndBattleText2
15:5d30 Route14AfterBattleText2
15:5d35 Route14Text3
15:5d3f Route14BattleText3
15:5d44 Route14EndBattleText3
15:5d49 Route14AfterBattleText3
15:5d4e Route14Text4
15:5d58 Route14BattleText4
15:5d5d Route14EndBattleText4
15:5d62 Route14AfterBattleText4
15:5d67 Route14Text5
15:5d71 Route14BattleText5
15:5d76 Route14EndBattleText5
15:5d7b Route14AfterBattleText5
15:5d80 Route14Text6
15:5d8a Route14BattleText6
15:5d8f Route14EndBattleText6
15:5d94 Route14AfterBattleText6
15:5d99 Route14Text7
15:5da3 Route14BattleText7
15:5da8 Route14EndBattleText7
15:5dad Route14AfterBattleText7
15:5db2 Route14Text8
15:5dbc Route14BattleText8
15:5dc1 Route14EndBattleText8
15:5dc6 Route14AfterBattleText8
15:5dcb Route14Text9
15:5dd5 Route14BattleText9
15:5dda Route14EndBattleText9
15:5ddf Route14AfterBattleText9
15:5de4 Route14Text10
15:5dee Route14BattleText10
15:5df3 Route14EndBattleText10
15:5df8 Route14AfterBattleText10
15:5dfd Route14Text11
15:5e02 Route17Script
15:5e15 Route17ScriptPointers
15:5e1b Route17TextPointers
15:5e3d Route17TrainerHeader0
15:5e49 Route17TrainerHeader1
15:5e55 Route17TrainerHeader2
15:5e61 Route17TrainerHeader3
15:5e6d Route17TrainerHeader4
15:5e79 Route17TrainerHeader5
15:5e85 Route17TrainerHeader6
15:5e91 Route17TrainerHeader7
15:5e9d Route17TrainerHeader8
15:5ea9 Route17TrainerHeader9
15:5eb6 Route17Text1
15:5ec0 Route17BattleText1
15:5ec5 Route17EndBattleText1
15:5eca Route17AfterBattleText1
15:5ecf Route17Text2
15:5ed9 Route17BattleText2
15:5ede Route17EndBattleText2
15:5ee3 Route17AfterBattleText2
15:5ee8 Route17Text3
15:5ef2 Route17BattleText3
15:5ef7 Route17EndBattleText3
15:5efc Route17AfterBattleText3
15:5f01 Route17Text4
15:5f0b Route17BattleText4
15:5f10 Route17EndBattleText4
15:5f15 Route17AfterBattleText4
15:5f1a Route17Text5
15:5f24 Route17BattleText5
15:5f29 Route17EndBattleText5
15:5f2e Route17AfterBattleText5
15:5f33 Route17Text6
15:5f3d Route17BattleText6
15:5f42 Route17EndBattleText6
15:5f47 Route17AfterBattleText6
15:5f4c Route17Text7
15:5f56 Route17BattleText7
15:5f5b Route17EndBattleText7
15:5f60 Route17AfterBattleText7
15:5f65 Route17Text8
15:5f6f Route17BattleText8
15:5f74 Route17EndBattleText8
15:5f79 Route17AfterBattleText8
15:5f7e Route17Text9
15:5f88 Route17BattleText9
15:5f8d Route17EndBattleText9
15:5f92 Route17AfterBattleText9
15:5f97 Route17Text10
15:5fa1 Route17BattleText10
15:5fa6 Route17EndBattleText10
15:5fab Route17AfterBattleText10
15:5fb0 Route17Text11
15:5fb5 Route17Text12
15:5fba Route17Text13
15:5fbf Route17Text14
15:5fc4 Route17Text15
15:5fc9 Route17Text16
15:5fce Route17Text17
15:5fd3 Route19Script
15:5fe6 Route19ScriptPointers
15:5fec Route19TextPointers
15:6006 Route19TrainerHeader0
15:6012 Route19TrainerHeader1
15:601e Route19TrainerHeader2
15:602a Route19TrainerHeader3
15:6036 Route19TrainerHeader4
15:6042 Route19TrainerHeader5
15:604e Route19TrainerHeader6
15:605a Route19TrainerHeader7
15:6066 Route19TrainerHeader8
15:6072 Route19TrainerHeader9
15:607f Route19Text1
15:6089 Route19Text2
15:6093 Route19Text3
15:609d Route19Text4
15:60a7 Route19Text5
15:60b1 Route19Text6
15:60bb Route19Text7
15:60c5 Route19Text8
15:60cf Route19Text9
15:60d9 Route19Text10
15:60e3 Route19BattleText1
15:60e8 Route19EndBattleText1
15:60ed Route19AfterBattleText1
15:60f2 Route19BattleText2
15:60f7 Route19EndBattleText2
15:60fc Route19AfterBattleText2
15:6101 Route19BattleText3
15:6106 Route19EndBattleText3
15:610b Route19AfterBattleText3
15:6110 Route19BattleText4
15:6115 Route19EndBattleText4
15:611a Route19AfterBattleText4
15:611f Route19BattleText5
15:6124 Route19EndBattleText5
15:6129 Route19AfterBattleText5
15:612e Route19BattleText6
15:6133 Route19EndBattleText6
15:6138 Route19AfterBattleText6
15:613d Route19BattleText7
15:6142 Route19EndBattleText7
15:6147 Route19AfterBattleText7
15:614c Route19BattleText8
15:6151 Route19EndBattleText8
15:6156 Route19AfterBattleText8
15:615b Route19BattleText9
15:6160 Route19EndBattleText9
15:6165 Route19AfterBattleText9
15:616a Route19BattleText10
15:616f Route19EndBattleText10
15:6174 Route19AfterBattleText10
15:6179 Route19Text11
15:617e _TXTDrinkStandSign
15:61a4 Route21Script
15:61b7 Route21ScriptPointers
15:61bd Route21TextPointers
15:61cf Route21TrainerHeader0
15:61db Route21TrainerHeader1
15:61e7 Route21TrainerHeader2
15:61f3 Route21TrainerHeader3
15:61ff Route21TrainerHeader4
15:620b Route21TrainerHeader5
15:6217 Route21TrainerHeader6
15:6223 Route21TrainerHeader7
15:622f Route21TrainerHeader8
15:623c Route21Text1
15:6246 Route21Text2
15:6250 Route21Text3
15:625a Route21Text4
15:6264 Route21Text5
15:626e Route21Text6
15:6278 Route21Text7
15:6282 Route21Text8
15:628c Route21Text9
15:6296 Route21BattleText1
15:629b Route21EndBattleText1
15:62a0 Route21AfterBattleText1
15:62a5 Route21BattleText2
15:62aa Route21EndBattleText2
15:62af Route21AfterBattleText2
15:62b4 Route21BattleText3
15:62b9 Route21EndBattleText3
15:62be Route21AfterBattleText3
15:62c3 Route21BattleText4
15:62c8 Route21EndBattleText4
15:62cd Route21AfterBattleText4
15:62d2 Route21BattleText5
15:62d7 Route21EndBattleText5
15:62dc Route21AfterBattleText5
15:62e1 Route21BattleText6
15:62e6 Route21EndBattleText6
15:62eb Route21AfterBattleText6
15:62f0 Route21BattleText7
15:62f5 Route21EndBattleText7
15:62fa Route21AfterBattleText7
15:62ff Route21BattleText8
15:6304 Route21EndBattleText8
15:6309 Route21AfterBattleText8
15:630e Route21BattleText9
15:6313 Route21EndBattleText9
15:6318 Route21AfterBattleText9
15:631d VermilionHouse2_h
15:6329 VermilionHouse2Script
15:632c VermilionHouse2TextPointers
15:632e VermilionHouse2Text1
15:6357 VermilionHouse2Text1.BagFull
15:635c VermilionHouse2Text1.asm_eb1b7
15:6361 VermilionHouse2Text1.asm_03ef5
15:6364 VermilionHouse2Text1.asm_5dd95
15:636a VermilionHouse2Text_560b1
15:636f VermilionHouse2Text_560b6
15:6379 VermilionHouse2Text_560c0
15:637e VermilionHouse2Text_560c5
15:6383 VermilionHouse2Text_560ca
15:6388 VermilionHouse2Object
15:63a2 CeladonMart2_h
15:63ae CeladonMart2Script
15:63b1 CeladonMart2TextPointers
15:63bb CeladonMart2Text3
15:63c0 CeladonMart2Text4
15:63c5 CeladonMart2Text5
15:63ca CeladonMart2Object
15:6401 CeladonMart2Blocks
15:6429 FuchsiaHouse3_h
15:6435 FuchsiaHouse3Script
15:6438 FuchsiaHouse3TextPointers
15:643a FuchsiaHouse3Text1
15:6463 FuchsiaHouse3Text1.full
15:6468 FuchsiaHouse3Text1.refused
15:646d FuchsiaHouse3Text1.after
15:6470 FuchsiaHouse3Text1.talk
15:6476 FuchsiaHouse3Text_561bd
15:647b FuchsiaHouse3Text_561c2
15:6481 UnusedText_561c8
15:64cb FuchsiaHouse3Text_56212
15:64d0 FuchsiaHouse3Text_56217
15:64d5 FuchsiaHouse3Text_5621c
15:64da FuchsiaHouse3Object
15:64fc DayCareM_h
15:6508 DayCareMScript
15:650b DayCareMTextPointers
15:650d DayCareMText1
15:658c DayCareMText1.daycareInUse
15:65c0 DayCareMText1.skipCalcExp
15:65de DayCareMText1.next
15:6602 DayCareMText1.calcPriceLoop
15:6641 DayCareMText1.enoughMoney
15:66be DayCareMText1.doneEvos
15:66dd DayCareMText1.leaveMonInDayCare
15:66e3 DayCareMText1.done
15:66e9 DaycareEvolution
15:6732 DaycareEvolution.no_evolve
15:6733 DaycareMoveLearning
15:674c DaycareMoveLearning.inc_level
15:6772 DayCareIntroText
15:6777 DayCareWhichMonText
15:677c DayCareWillLookAfterMonText
15:6781 DayCareComeSeeMeInAWhileText
15:6786 DayCareMonHasGrownText
15:678b DayCareOweMoneyText
15:6790 DayCareGotMonBackText
15:6795 DayCareMonNeedsMoreTimeText
15:679a DayCareAllRightThenText
15:679e DayCareComeAgainText
15:67a3 DayCareNoRoomForMonText
15:67a8 DayCareOnlyHaveOneMonText
15:67ad DayCareCantAcceptMonWithHMText
15:67b2 DayCareHeresYourMonText
15:67b7 DayCareNotEnoughMoneyText
15:67bc DayCareMObject
15:67d6 Route12House_h
15:67e2 Route12HouseScript
15:67e5 Route12HouseTextPointers
15:67e7 Route12HouseText1
15:6810 Route12HouseText1.BagFull
15:6815 Route12HouseText1.asm_a2d76
15:681a Route12HouseText1.asm_b4cad
15:681d Route12HouseText1.asm_df984
15:6823 Route12HouseText_564c0
15:6828 Route12HouseText_564c5
15:6832 Route12HouseText_564cf
15:6837 Route12HouseText_564d4
15:683c Route12HouseText_564d9
15:6841 Route12HouseObject
15:685b SilphCo8_h
15:6867 SilphCo8Script
15:687d SilphCo8Script_5651a
15:68a1 SilphCo8GateCoords
15:68a4 SilphCo8Script_56541
15:68b0 SilphCo8Script_56541.asm_5654d
15:68c1 SilphCo8Script_56541.asm_5655e
15:68cc SilphCo8Script_56541.asm_56569
15:68d0 SilphCo8Script_5656d
15:68da SilphCo8ScriptPointers
15:68e0 SilphCo8TextPointers
15:68e8 SilphCo8TrainerHeader0
15:68f4 SilphCo8TrainerHeader1
15:6900 SilphCo8TrainerHeader2
15:690d SilphCo8Text1
15:691b SilphCo8Text1.asm_565b8
15:6921 SilphCo8Text_565be
15:6926 SilphCo8Text_565c3
15:692b SilphCo8Text2
15:6935 SilphCo8Text3
15:693f SilphCo8Text4
15:6949 SilphCo8BattleText1
15:694e SilphCo8EndBattleText1
15:6953 SilphCo8AfterBattleText1
15:6958 SilphCo8BattleText2
15:695d SilphCo8EndBattleText2
15:6962 SilphCo8AfterBattleText2
15:6967 SilphCo8BattleText3
15:696c SilphCo8EndBattleText3
15:6971 SilphCo8AfterBattleText3
15:6976 SilphCo8Object
15:69d0 SilphCo8Blocks
15:6a45 DisplayDiploma
15:6a6e _DisplayDiploma
15:6a9e _DisplayDiploma.asm_56715
15:6aca _DisplayDiploma.is_fplayer
15:6ad2 _DisplayDiploma.fplayer_end
15:6ad8 _DisplayDiploma.adjustPlayerGfxLoop
15:6af5 _DisplayDiploma.doneTextBoxTiles
15:6b08 UnusedPlayerNameLengthFunc
15:6b0e UnusedPlayerNameLengthFunc.loop
15:6b15 DiplomaTextPointersAndCoords_master
15:6b19 DiplomaTextPointersAndCoords
15:6b2d MasterText
15:6b3d DiplomaText
15:6b47 DiplomaPlayer
15:6b4e DiplomaEmptyText
15:6b4f DiplomaCongrats
15:6b93 DiplomaGameFreak
15:6b9e _GetSpritePosition1
15:6bbe _GetSpritePosition2
15:6be2 _SetSpritePosition1
15:6c02 _SetSpritePosition2
15:6c26 TrainerWalkUpToPlayer
15:6c41 TrainerWalkUpToPlayer.facingDown
15:6c57 TrainerWalkUpToPlayer.facingUp
15:6c6d TrainerWalkUpToPlayer.facingRight
15:6c83 TrainerWalkUpToPlayer.facingLeft
15:6c97 TrainerWalkUpToPlayer.writeWalkScript
15:6caa GetSpriteDataPointer
15:6cb6 TrainerEngage
15:6ccc TrainerEngage.spriteOnScreen
15:6cf5 TrainerEngage.linedUpY
15:6d08 TrainerEngage.linedUpX
15:6d1e TrainerEngage.engage
15:6d31 TrainerEngage.noEngage
15:6d37 ReadTrainerScreenPosition
15:6d58 CheckSpriteCanSeePlayer
15:6d61 CheckSpriteCanSeePlayer.checkIfLinedUp
15:6d76 CheckSpriteCanSeePlayer.checkXCoord
15:6d80 CheckSpriteCanSeePlayer.checkYCoord
15:6d88 CheckSpriteCanSeePlayer.inLine
15:6d8a CheckSpriteCanSeePlayer.notInLine
15:6d8c CheckPlayerIsInFrontOfSprite
15:6da7 CheckPlayerIsInFrontOfSprite.notOnTopmostTile
15:6dca CheckPlayerIsInFrontOfSprite.notFacingDown
15:6dd7 CheckPlayerIsInFrontOfSprite.notFacingUp
15:6de4 CheckPlayerIsInFrontOfSprite.notFacingLeft
15:6deb CheckPlayerIsInFrontOfSprite.engage
15:6def CheckPlayerIsInFrontOfSprite.noEngage
15:6df0 CheckPlayerIsInFrontOfSprite.done
16:4000 Route6_h
16:4022 Route6Object
16:4079 Route6Blocks
16:412d Route8_h
16:414f Route8Object
16:41c6 Route8Blocks
16:42d4 Route10_h
16:42f6 Route10Object
16:4356 Route10Blocks
16:44be Route11_h
16:44e0 Route11Object
16:455f Route11Blocks
16:466d Route12_h
16:469a Route12Object
16:4710 Route12Blocks
16:492c Route15_h
16:494e Route15Object
16:49cc Route15Blocks
16:4ada Route16_h
16:4afc Route16Object
16:4b84 Route16Blocks
16:4c38 Route18_h
16:4c5a Route18Object
16:4c9c Route18Blocks
16:4d99 PrintBeginningBattleText
16:4daa PrintBeginningBattleText.notPokemonTower
16:4dbc PrintBeginningBattleText.notFishing
16:4dbe PrintBeginningBattleText.trainerBattle
16:4dc9 PrintBeginningBattleText.wildBattle
16:4dd8 PrintBeginningBattleText.pokemonTower
16:4df2 PrintBeginningBattleText.noSilphScope
16:4e00 PrintBeginningBattleText.isMarowak
16:4e2e PrintBeginningBattleText.playSFX
16:4e3f PrintBeginningBattleText.done
16:4e40 WildMonAppearedText
16:4e45 HookedMonAttackedText
16:4e4a EnemyAppearedText
16:4e4f TrainerWantsToFightText
16:4e54 UnveiledGhostText
16:4e59 GhostCantBeIDdText
16:4e5e PrintSendOutMonMessage
16:4eb0 PrintSendOutMonMessage.printText
16:4eb3 GoText
16:4eba DoItText
16:4ec1 GetmText
16:4ec8 EnemysWeakText
16:4ecd PrintPlayerMon1Text
16:4ed1 PlayerMon1Text
16:4ed6 RetreatMon
16:4edc PlayerMon2Text
16:4f2c PlayerMon2Text.gainedHP
16:4f32 EnoughText
16:4f39 OKExclamationText
16:4f40 GoodText
16:4f47 PrintComeBackText
16:4f4b ComeBackText
16:4f50 CalcLevelFromExperience
16:4f5b CalcLevelFromExperience.loop
16:4f7e CalcLevelFromExperience.pop_and_loop
16:4f81 CalcLevelFromExperience.dec_and_ret
16:4f84 CalcLevelFromExperience.exact_ret
16:4f86 CalcExperience
16:501b CalcExperience.subtractSquaredTerm
16:5035 CalcExperience.subFourthTerm
16:5054 CalcExperience.underflow
16:505d CalcDSquared
16:506a GrowthRateTable
16:5082 OaksAideScript
16:50a6 OaksAideScript.giveItem
16:50c0 OaksAideScript.bagFull
16:50c9 OaksAideScript.notEnoughOwnedMons
16:50d3 OaksAideScript.choseNo
16:50db OaksAideScript.done
16:50de OaksAideHiText
16:50e3 OaksAideUhOhText
16:50e8 OaksAideComeBackText
16:50ed OaksAideHereYouGoText
16:50f2 OaksAideGotItemText
16:50f8 OaksAideNoRoomText
16:50fd Route6Script
16:5110 Route6ScriptPointers
16:5116 Route6TextPointers
16:5124 Route6TrainerHeader0
16:5130 Route6TrainerHeader1
16:513c Route6TrainerHeader2
16:5148 Route6TrainerHeader3
16:5154 Route6TrainerHeader4
16:5160 Route6TrainerHeader5
16:516d Route6Text1
16:5177 Route6BattleText1
16:517c Route6EndBattleText1
16:5181 Route6AfterBattleText1
16:5186 Route6Text2
16:5190 Route6BattleText2
16:5195 Route6EndBattleText2
16:519a Route6Text3
16:51a4 Route6BattleText3
16:51a9 Route6EndBattleText3
16:51ae Route6AfterBattleText3
16:51b3 Route6Text4
16:51bd Route6BattleText4
16:51c2 Route6EndBattleText4
16:51c7 Route6AfterBattleText4
16:51cc Route6Text5
16:51d6 Route6BattleText5
16:51db Route6EndBattleText5
16:51e0 Route6AfterBattleText5
16:51e5 Route6Text6
16:51ef Route6BattleText6
16:51f4 Route6EndBattleText6
16:51f9 Route6AfterBattleText6
16:51fe Route6Text7
16:5203 Route8Script
16:5216 Route8ScriptPointers
16:521c Route8TextPointers
16:5230 Route8TrainerHeader0
16:523c Route8TrainerHeader1
16:5248 Route8TrainerHeader2
16:5254 Route8TrainerHeader3
16:5260 Route8TrainerHeader4
16:526c Route8TrainerHeader5
16:5278 Route8TrainerHeader6
16:5284 Route8TrainerHeader7
16:5290 Route8TrainerHeader8
16:529d Route8Text1
16:52a7 Route8BattleText1
16:52ac Route8EndBattleText1
16:52b1 Route8AfterBattleText1
16:52b6 Route8Text2
16:52c0 Route8BattleText2
16:52c5 Route8EndBattleText2
16:52ca Route8AfterBattleText2
16:52cf Route8Text3
16:52d9 Route8BattleText3
16:52de Route8EndBattleText3
16:52e3 Route8AfterBattleText3
16:52e8 Route8Text4
16:52f2 Route8BattleText4
16:52f7 Route8EndBattleText4
16:52fc Route8AfterBattleText4
16:5301 Route8Text5
16:530b Route8BattleText5
16:5310 Route8EndBattleText5
16:5315 Route8AfterBattleText5
16:531a Route8Text6
16:5324 Route8BattleText6
16:5329 Route8EndBattleText6
16:532e Route8AfterBattleText6
16:5333 Route8Text7
16:533d Route8BattleText7
16:5342 Route8EndBattleText7
16:5347 Route8AfterBattleText7
16:534c Route8Text8
16:5356 Route8BattleText8
16:535b Route8EndBattleText8
16:5360 Route8AfterBattleText8
16:5365 Route8Text9
16:536f Route8BattleText9
16:5374 Route8EndBattleText9
16:5379 Route8AfterBattleText9
16:537e Route8Text10
16:5383 Route10Script
16:5396 Route10ScriptPointers
16:539c Route10TextPointers
16:53b0 Route10TrainerHeader0
16:53bc Route10TrainerHeader1
16:53c8 Route10TrainerHeader2
16:53d4 Route10TrainerHeader3
16:53e0 Route10TrainerHeader4
16:53ec Route10TrainerHeader5
16:53f9 Route10Text1
16:5403 Route10BattleText1
16:5408 Route10EndBattleText1
16:540d Route10AfterBattleText1
16:5412 Route10Text2
16:541c Route10BattleText2
16:5421 Route10EndBattleText2
16:5426 Route10AfterBattleText2
16:542b Route10Text3
16:5435 Route10BattleText3
16:543a Route10EndBattleText3
16:543f Route10AfterBattleText3
16:5444 Route10Text4
16:544e Route10BattleText4
16:5453 Route10EndBattleText4
16:5458 Route10AfterBattleText4
16:545d Route10Text5
16:5467 Route10BattleText5
16:546c Route10EndBattleText5
16:5471 Route10AfterBattleText5
16:5476 Route10Text6
16:5480 Route10BattleText6
16:5485 Route10EndBattleText6
16:548a Route10AfterBattleText6
16:548f Route10Text7
16:548f Route10Text9
16:5494 Route10Text10
16:5499 Route11Script
16:54ac Route11ScriptPointers
16:54b2 Route11TextPointers
16:54c8 Route11TrainerHeader0
16:54d4 Route11TrainerHeader1
16:54e0 Route11TrainerHeader2
16:54ec Route11TrainerHeader3
16:54f8 Route11TrainerHeader4
16:5504 Route11TrainerHeader5
16:5510 Route11TrainerHeader6
16:551c Route11TrainerHeader7
16:5528 Route11TrainerHeader8
16:5534 Route11TrainerHeader9
16:5541 Route11Text1
16:554b Route11BattleText1
16:5550 Route11EndBattleText1
16:5555 Route11AfterBattleText1
16:555a Route11Text2
16:5564 Route11BattleText2
16:5569 Route11EndBattleText2
16:556e Route11AfterBattleText2
16:5573 Route11Text3
16:557d Route11BattleText3
